titre,ville,code_postal,prix,surface,type_bien,pieces,url,prix_m2,latitude,longitude
Appartement 104m² à villeurbanne,Villeurbanne,69100,299900,105,Appartements,5,https://www.etreproprio.com/immobilier-23964471-vente-appartement-104m-a-villeurbanne-villeurbanne,2856,45.7733573,4.8868454
Appartement t4  de 90m² avec terrasse de 10m²,Villeurbanne,69100,490000,90,Appartements,4,https://www.etreproprio.com/immobilier-23964641-vente-appartement-t4-de-90m-avec-terrasse-de-10m-villeurbanne,5444,45.7733573,4.8868454
Appartement 61m² à villeurbanne,Villeurbanne,69100,226000,62,Appartements,3,https://www.etreproprio.com/immobilier-23964476-vente-appartement-61m-a-villeurbanne-villeurbanne,3645,45.7733573,4.8868454
Appartement 88m² à villeurbanne,Villeurbanne,69100,307000,88,Appartements,4,https://www.etreproprio.com/immobilier-23964452-vente-appartement-88m-a-villeurbanne-villeurbanne,3489,45.7733573,4.8868454
Appartement 66m² à villeurbanne,Villeurbanne,69100,200000,66,Appartements,3,https://www.etreproprio.com/immobilier-23692571-vente-appartement-66m-a-villeurbanne-villeurbanne,3030,45.7733573,4.8868454
Appartement 48m² à villeurbanne,Villeurbanne,69100,172000,48,Appartements,2,https://www.etreproprio.com/immobilier-23964453-vente-appartement-48m-a-villeurbanne-villeurbanne,3583,45.7733573,4.8868454
Appartement 90m² à villeurbanne,Villeurbanne,69100,359000,90,Appartements,4,https://www.etreproprio.com/immobilier-23964459-vente-appartement-90m-a-villeurbanne-villeurbanne,3989,45.7733573,4.8868454
"Garage fermé sécurisé de 12,4m2  - gratte ciel villeurbanne",Villeurbanne,69100,23000,12,Parkings,,https://www.etreproprio.com/immobilier-23951520-vente-garage-ferme-securise-de-124m2-gratte-ciel-villeurbanne-villeurbanne,1917,45.7733573,4.8868454
Appartement 70m² à villeurbanne,Villeurbanne,69100,150000,70,Appartements,3,https://www.etreproprio.com/immobilier-23964463-vente-appartement-70m-a-villeurbanne-villeurbanne,2143,45.7733573,4.8868454
Appartement t4 de 89m² avec terrasse et garages,Villeurbanne,69100,550000,89,Appartements,4,https://www.etreproprio.com/immobilier-23964649-vente-appartement-t4-de-89m-avec-terrasse-et-garages-villeurbanne,6180,45.7733573,4.8868454
Maison 168m² à villeurbanne,Villeurbanne,69100,729000,168,Maisons,6,https://www.etreproprio.com/immobilier-23964532-vente-maison-168m-a-villeurbanne-villeurbanne,4339,45.7733573,4.8868454
Appartement 34m² à villeurbanne,Villeurbanne,69100,125000,34,Appartements,1,https://www.etreproprio.com/immobilier-23964428-vente-appartement-34m-a-villeurbanne-villeurbanne,3676,45.7733573,4.8868454
Appartement 40m² à villeurbanne,Villeurbanne,69100,260000,40,Appartements,2,https://www.etreproprio.com/immobilier-23964455-vente-appartement-40m-a-villeurbanne-villeurbanne,6500,45.7733573,4.8868454
"Garage fermé sécurisé de 12,34m2  - gratte ciel villeurbanne",Villeurbanne,69100,23000,12,Parkings,,https://www.etreproprio.com/immobilier-23951521-vente-garage-ferme-securise-de-1234m2-gratte-ciel-villeurbanne-villeurbanne,1917,45.7733573,4.8868454
"Appartement 3 pièces - 65,77m2 villeurbanne cusset",Villeurbanne,69100,205000,65,Appartements,3,https://www.etreproprio.com/immobilier-23951527-vente-appartement-3-pieces-6577m2-villeurbanne-cusset-villeurbanne,3154,45.7733573,4.8868454
Maison 82m² à villeurbanne,Villeurbanne,69100,374000,82,Maisons,4,https://www.etreproprio.com/immobilier-23962521-vente-maison-82m-a-villeurbanne-villeurbanne,4561,45.7733573,4.8868454
Appartement 42m² à villeurbanne,Villeurbanne,69100,156000,42,Appartements,2,https://www.etreproprio.com/immobilier-23964490-vente-appartement-42m-a-villeurbanne-villeurbanne,3714,45.7733573,4.8868454
Appartement villeurbanne 4 pièces 89 m2,Villeurbanne,69100,275000,89,Appartements,4,https://www.etreproprio.com/immobilier-23965465-vente-appartement-villeurbanne-4-pieces-89-m2-villeurbanne,3090,45.7733573,4.8868454
Appartement 70m² à villeurbanne,Villeurbanne,69100,150000,70,Appartements,4,https://www.etreproprio.com/immobilier-23964456-vente-appartement-70m-a-villeurbanne-villeurbanne,2143,45.7733573,4.8868454
Appartement 65m² à villeurbanne,Villeurbanne,69100,235000,66,Appartements,4,https://www.etreproprio.com/immobilier-23964439-vente-appartement-65m-a-villeurbanne-villeurbanne,3561,45.7733573,4.8868454
Appartement 46m² à villeurbanne,Villeurbanne,69100,197000,46,Appartements,2,https://www.etreproprio.com/immobilier-23964473-vente-appartement-46m-a-villeurbanne-villeurbanne,4283,45.7733573,4.8868454
T3 grand clément gare de villeurbanne.,Villeurbanne,69100,199000,77,Appartements,3,https://www.etreproprio.com/immobilier-23954225-vente-t3-grand-clement-gare-de-villeurbanne-villeurbanne,2584,45.7733573,4.8868454
T4 meublé avec terrasse - villeurbanne  - 83m²,,,,,,,https://www.etreproprio.com/immobilier-23957587-vente-t4-meuble-avec-terrasse-villeurbanne-83m-villeurbanne,,,
Appartement 30m² à villeurbanne,Villeurbanne,69100,,31,Appartements,2,https://www.etreproprio.com/immobilier-23951379-vente-appartement-30m-a-villeurbanne-villeurbanne,,45.7733573,4.8868454
Parking 13m² à villeurbanne,Villeurbanne,69100,18000,13,Parkings,,https://www.etreproprio.com/immobilier-23952947-vente-parking-13m-a-villeurbanne-villeurbanne,1385,45.7733573,4.8868454
Appartement,Villeurbanne,69100,139000,42,Appartements,1,https://www.etreproprio.com/immobilier-23083865-vente-appartement-villeurbanne,3310,45.7733573,4.8868454
Penthouse 5p terrasse dernier étage - villeurbanne - 116m²,,,,,,,https://www.etreproprio.com/immobilier-23957582-vente-penthouse-5p-terrasse-dernier-etage-villeurbanne-116m-villeurbanne,,,
Appartement t4  duplex de 89m² avec deux terrasses de 31 et 18m² et garage,Villeurbanne,69100,549000,88,Appartements,4,https://www.etreproprio.com/immobilier-23952912-vente-appartement-t4-duplex-de-89m-avec-deux-terrasses-de-31-et-18m-et-garage-villeurbanne,6239,45.7733573,4.8868454
La doua / einstein - t2 - 48m2,Villeurbanne,69100,159000,48,Appartements,2,https://www.etreproprio.com/immobilier-23956282-vente-la-doua-einstein-t2-48m2-villeurbanne,3312,45.7733573,4.8868454
Vente appartement villeurbanne(69100) 369 000ï¿œ,Villeurbanne,69100,369000,88,Appartements,4,https://www.etreproprio.com/immobilier-23949447-vente-vente-appartement-villeurbanne69100-369-000i-oe-villeurbanne,4193,45.7733573,4.8868454
Charmant t3 de 60m2  lumineux et calme - villeurbanne gratte - ciel,,,,,,,https://www.etreproprio.com/immobilier-23951525-vente-charmant-t3-de-60m2-lumineux-et-calme-villeurbanne-gratte-ciel-villeurbanne,,,
Appartement t2 59m2 avec 2 balcon et garage en sous-sol,Villeurbanne,69100,205000,59,Appartements,2,https://www.etreproprio.com/immobilier-23958433-vente-appartement-t2-59m2-avec-2-balcon-et-garage-en-sous-sol-villeurbanne,3475,45.7733573,4.8868454
Charmant t3 de 60m2  lumineux et calme - villeurbanne gratte - ciel,Villeurbanne,69100,250500,60,Appartements,3,https://www.etreproprio.com/immobilier-23638726-vente-charmant-t3-de-60m2-lumineux-et-calme-villeurbanne-gratte-ciel-villeurbanne,4175,45.7733573,4.8868454
Appartement t1 - 37m2 - villeurbanne,Villeurbanne,69100,166000,37,Appartements,1,https://www.etreproprio.com/immobilier-23952494-vente-appartement-t1-37m2-villeurbanne-villeurbanne,4486,45.7733573,4.8868454
4p villa sur le toit  - villeurbanne - 112m²,,,,,,,https://www.etreproprio.com/immobilier-23925492-vente-4p-villa-sur-le-toit-villeurbanne-112m-villeurbanne,,,
Appartement 93m² à villeurbanne,Villeurbanne,69100,329000,94,Appartements,4,https://www.etreproprio.com/immobilier-23954344-vente-appartement-93m-a-villeurbanne-villeurbanne,3500,45.7733573,4.8868454
"T3 villeurbanne étage élevé, balcon et parking",Villeurbanne,69100,239000,67,Appartements,3,https://www.etreproprio.com/immobilier-23958676-vente-t3-villeurbanne-etage-eleve-balcon-et-parking-villeurbanne,3567,45.7733573,4.8868454
Appartement t2 avec jardin privatif à villeurbanne – einstein / salengro,Villeurbanne,69100,199000,57,Appartements,2,https://www.etreproprio.com/immobilier-23585528-vente-appartement-t2-avec-jardin-privatif-a-villeurbanne-einstein-salengro-villeurbanne,3491,45.7733573,4.8868454
"Appartement t3 de 66,05m² avec loggia et garage",Villeurbanne,69100,395000,66,Appartements,3,https://www.etreproprio.com/immobilier-23952898-vente-appartement-t3-de-6605m-avec-loggia-et-garage-villeurbanne,5985,45.7733573,4.8868454
Appartement 69m² à villeurbanne,Villeurbanne,69100,315000,70,Appartements,3,https://www.etreproprio.com/immobilier-23952941-vente-appartement-69m-a-villeurbanne-villeurbanne,4500,45.7733573,4.8868454
Rez-de-jardin villeurbanne 3 pièce(s) 75 m2,Villeurbanne,69100,329000,75,Appartements,3,https://www.etreproprio.com/immobilier-23618689-vente-rez-de-jardin-villeurbanne-3-pieces-75-m2-villeurbanne,4387,45.7733573,4.8868454
"Appartement t4 de 81,85m² avec terrasse de 15m² et 2 garages",Villeurbanne,69100,528000,81,Appartements,4,https://www.etreproprio.com/immobilier-23952911-vente-appartement-t4-de-8185m-avec-terrasse-de-15m-et-2-garages-villeurbanne,6519,45.7733573,4.8868454
Appartement à villeurbanne,Villeurbanne,69100,190000,,Appartements,3,https://www.etreproprio.com/immobilier-23947532-vente-appartement-a-villeurbanne-villeurbanne,,45.7733573,4.8868454
Appartement 34m² à villeurbanne,Villeurbanne,69100,157500,34,Appartements,1,https://www.etreproprio.com/immobilier-23947900-vente-appartement-34m-a-villeurbanne-villeurbanne,4632,45.7733573,4.8868454
Maison 196m² à villeurbanne,Villeurbanne,69100,695000,196,Maisons,5,https://www.etreproprio.com/immobilier-23939417-vente-maison-196m-a-villeurbanne-villeurbanne,3546,45.7733573,4.8868454
Appartement 23m² à villeurbanne,Villeurbanne,69100,79000,24,Appartements,2,https://www.etreproprio.com/immobilier-23559487-vente-appartement-23m-a-villeurbanne-villeurbanne,3292,45.7733573,4.8868454
Appartement,Villeurbanne,69100,205000,48,Appartements,2,https://www.etreproprio.com/immobilier-23946221-vente-appartement-villeurbanne,4271,45.7733573,4.8868454
À vendre : appartement spacieux 5 pièces à villeurbanne - flachet,Villeurbanne,69100,335000,106,Appartements,5,https://www.etreproprio.com/immobilier-23939104-vente-a-vendre-appartement-spacieux-5-pieces-a-villeurbanne-flachet-villeurbanne,3160,45.7733573,4.8868454
Maison neuve t4 duplex   93 m2   cœur d’îlot   villeurbanne / quartier république   proche lyon 6e,Villeurbanne,69100,615000,93,Maisons,4,https://www.etreproprio.com/immobilier-23943970-vente-maison-neuve-t4-duplex-93-m2-coeur-d-ilot-villeurbanne-quartier-republique-proche-lyon-6e-villeurbanne,6613,45.7733573,4.8868454
Appartement villeurbanne république - t2 de 41m²,Villeurbanne,69100,210000,41,Appartements,2,https://www.etreproprio.com/immobilier-23940423-vente-appartement-villeurbanne-republique-t2-de-41m-villeurbanne,5122,45.7733573,4.8868454
Vente bureau-local villeurbanne(69100) 250 000ï¿œ,Villeurbanne,69100,250000,,Commerces,,https://www.etreproprio.com/immobilier-23939377-vente-vente-bureau-local-villeurbanne69100-250-000i-oe-villeurbanne,,45.7733573,4.8868454
Villeurbanne cours tolstoi,Villeurbanne,69100,210000,57,Appartements,3,https://www.etreproprio.com/immobilier-23583950-vente-villeurbanne-cours-tolstoi-villeurbanne,3684,45.7733573,4.8868454
Villeurbanne - la doua - investissement locatif studio,Villeurbanne,69100,130000,21,Appartements,1,https://www.etreproprio.com/immobilier-23937162-vente-villeurbanne-la-doua-investissement-locatif-studio-villeurbanne,6190,45.7733573,4.8868454
Appartement 75m² à villeurbanne,Villeurbanne,69100,149000,75,Appartements,4,https://www.etreproprio.com/immobilier-23930060-vente-appartement-75m-a-villeurbanne-villeurbanne,1987,45.7733573,4.8868454
Appartement 65m² à villeurbanne,Villeurbanne,69100,210000,66,Appartements,4,https://www.etreproprio.com/immobilier-23417703-vente-appartement-65m-a-villeurbanne-villeurbanne,3182,45.7733573,4.8868454
Appartement t4  duplex de 89m² avec deux terrasses de 31 et 18m²,Villeurbanne,69100,544500,89,Appartements,4,https://www.etreproprio.com/immobilier-23935367-vente-appartement-t4-duplex-de-89m-avec-deux-terrasses-de-31-et-18m-villeurbanne,6118,45.7733573,4.8868454
Appartement 38m² à villeurbanne,Villeurbanne,69100,140000,38,Appartements,2,https://www.etreproprio.com/immobilier-23298947-vente-appartement-38m-a-villeurbanne-villeurbanne,3684,45.7733573,4.8868454
Villeurbanne - croix luizet - t2,Villeurbanne,69100,79000,24,Appartements,1,https://www.etreproprio.com/immobilier-23212894-vente-villeurbanne-croix-luizet-t2-villeurbanne,3292,45.7733573,4.8868454
Villeurbanne - gratte ciel - appartement t4 - 87.94 m²,Villeurbanne,69100,380000,88,Appartements,4,https://www.etreproprio.com/immobilier-23930150-vente-villeurbanne-gratte-ciel-appartement-t4-8794-m-villeurbanne,4318,45.7733573,4.8868454
Appartement 59m² à villeurbanne,Villeurbanne,69100,175000,59,Appartements,2,https://www.etreproprio.com/immobilier-23930065-vente-appartement-59m-a-villeurbanne-villeurbanne,2966,45.7733573,4.8868454
Appartement 74m² à villeurbanne,Villeurbanne,69100,221000,74,Appartements,3,https://www.etreproprio.com/immobilier-23669454-vente-appartement-74m-a-villeurbanne-villeurbanne,2986,45.7733573,4.8868454
Appartement 18m² à villeurbanne,Villeurbanne,69100,54500,18,Appartements,1,https://www.etreproprio.com/immobilier-23932385-vente-appartement-18m-a-villeurbanne-villeurbanne,3028,45.7733573,4.8868454
Appartement 85m² à villeurbanne,Villeurbanne,69100,259000,85,Appartements,4,https://www.etreproprio.com/immobilier-23294154-vente-appartement-85m-a-villeurbanne-villeurbanne,3047,45.7733573,4.8868454
Appartement 81m² à villeurbanne,Villeurbanne,69100,289000,81,Appartements,4,https://www.etreproprio.com/immobilier-23930067-vente-appartement-81m-a-villeurbanne-villeurbanne,3568,45.7733573,4.8868454
Appartement 65m² à villeurbanne,Villeurbanne,69100,220000,66,Appartements,3,https://www.etreproprio.com/immobilier-23930062-vente-appartement-65m-a-villeurbanne-villeurbanne,3333,45.7733573,4.8868454
Appartement 84m² à villeurbanne,Villeurbanne,69100,300000,84,Appartements,4,https://www.etreproprio.com/immobilier-23930066-vente-appartement-84m-a-villeurbanne-villeurbanne,3571,45.7733573,4.8868454
Appartement 55m² à villeurbanne,Villeurbanne,69100,189000,55,Appartements,3,https://www.etreproprio.com/immobilier-23930064-vente-appartement-55m-a-villeurbanne-villeurbanne,3436,45.7733573,4.8868454
Appartement 48m² à villeurbanne,Villeurbanne,69100,205000,48,Appartements,2,https://www.etreproprio.com/immobilier-23932421-vente-appartement-48m-a-villeurbanne-villeurbanne,4271,45.7733573,4.8868454
Appartement 85m² à villeurbanne,Villeurbanne,69100,199000,85,Appartements,4,https://www.etreproprio.com/immobilier-23930063-vente-appartement-85m-a-villeurbanne-villeurbanne,2341,45.7733573,4.8868454
Spacieux t5 lumineux à villeurbanne,Villeurbanne,69100,230000,90,Appartements,5,https://www.etreproprio.com/immobilier-23936644-vente-spacieux-t5-lumineux-a-villeurbanne-villeurbanne,2556,45.7733573,4.8868454
Appartement t4  duplex de 102.31m² avec terrasse de 12m²,Villeurbanne,69100,509500,102,Appartements,4,https://www.etreproprio.com/immobilier-23935369-vente-appartement-t4-duplex-de-10231m-avec-terrasse-de-12m-villeurbanne,4995,45.7733573,4.8868454
Appartement t4  de 94m² avec terrasse de 12m²,Villeurbanne,69100,479000,94,Appartements,4,https://www.etreproprio.com/immobilier-23935368-vente-appartement-t4-de-94m-avec-terrasse-de-12m-villeurbanne,5096,45.7733573,4.8868454
Maison 104m² à villeurbanne,Villeurbanne,69100,434000,105,Maisons,5,https://www.etreproprio.com/immobilier-23930354-vente-maison-104m-a-villeurbanne-villeurbanne,4133,45.7733573,4.8868454
Appartement à vendre t4  avec garage,Villeurbanne,69100,249000,75,Appartements,3,https://www.etreproprio.com/immobilier-23426657-vente-appartement-a-vendre-t4-avec-garage-villeurbanne,3320,45.7733573,4.8868454
Appartement 86m² à villeurbanne,Villeurbanne,69100,265000,87,Appartements,4,https://www.etreproprio.com/immobilier-23930068-vente-appartement-86m-a-villeurbanne-villeurbanne,3046,45.7733573,4.8868454
Exclusivité appartement en parfait état avec vue dégagée !,Villeurbanne,69100,195000,69,Appartements,4,https://www.etreproprio.com/immobilier-23927910-vente-exclusivite-appartement-en-parfait-etat-avec-vue-degagee-villeurbanne,2826,45.7733573,4.8868454
Appartement 64m² à villeurbanne,Villeurbanne,69100,233000,64,Appartements,3,https://www.etreproprio.com/immobilier-23930069-vente-appartement-64m-a-villeurbanne-villeurbanne,3641,45.7733573,4.8868454
Appartement 60m² à villeurbanne,Villeurbanne,69100,199000,60,Appartements,3,https://www.etreproprio.com/immobilier-23920671-vente-appartement-60m-a-villeurbanne-villeurbanne,3317,45.7733573,4.8868454
Appartement 86m² à villeurbanne,Villeurbanne,69100,335000,87,Appartements,3,https://www.etreproprio.com/immobilier-23918678-vente-appartement-86m-a-villeurbanne-villeurbanne,3851,45.7733573,4.8868454
Maison 104m² à villeurbanne,Villeurbanne,69100,434000,104,Maisons,5,https://www.etreproprio.com/immobilier-23926259-vente-maison-104m-a-villeurbanne-villeurbanne,4173,45.7733573,4.8868454
Appartement 68m² à villeurbanne,Villeurbanne,69100,270000,68,Appartements,3,https://www.etreproprio.com/immobilier-23927619-vente-appartement-68m-a-villeurbanne-villeurbanne,3971,45.7733573,4.8868454
Villeurbanne - t4 en excellent état avec terrasse et garage,Villeurbanne,69100,239000,77,Appartements,4,https://www.etreproprio.com/immobilier-23922392-vente-villeurbanne-t4-en-excellent-etat-avec-terrasse-et-garage-villeurbanne,3104,45.7733573,4.8868454
